1:904165 [-0.16305764  4.65142072 -0.23944419]
18:29407246 [-0.27632278  5.01997706 -0.30323099]
18:29674992 [-0.48424536  4.76750747 -0.22629429]
18:29953667 [-0.82935232  4.73702343 -0.25835439]
18:30074649 [ 0.58514516  4.53918761 -0.21370915]
18:30255638 [-0.1486032   4.65683698 -0.22345157]
18:31280122 [ 0.09193009  4.44039026 -0.15965045]
18:31293981 [ 0.25320995  4.37062704 -0.2782091 ]
18:31323741 [ 1.25028034  4.60255931 -0.27925947]
18:31906011 [-0.01291483  4.62188505 -0.25847414]
18:32375777 [-0.33974343  4.67943092 -0.22924925]
18:32618893 [ 0.16965459  4.50552371 -0.24025399]
18:32826636 [-0.26960405  4.79078861 -0.26512316]
18:32834186 [ 0.18196598  4.57230246 -0.24726494]
18:33541089 [-0.22571171  4.74073858 -0.32701651]
18:34207717 [-0.20281471  4.64113142 -0.27781633]
18:35078723 [ 0.58949598  4.09412929 -0.13777946]
18:35563285 [ 0.16555273  4.58302869 -0.27105322]
18:35696096 [-0.41220287  5.10090437 -0.29272635]
18:35859723 [ 0.55051992  4.46655425 -0.30005264]
18:35912831 [-0.37914343  4.78314308 -0.2426417 ]
18:36526657 [-0.07848101  4.66651323 -0.25284235]
18:36786114 [ 0.35308389  4.48980736 -0.25456009]
18:36964398 [-0.41807272  5.28203319 -0.33573714]
18:36997886 [ 0.2210459   4.46711007 -0.24333973]
18:37111180 [ 0.23462773  4.54275026 -0.34644428]
18:37304755 [ 0.12926905  4.57154442 -0.28383444]
18:38257382 [ 0.48992651  4.05746148 -0.09106935]
18:38324308 [ 0.19961948  4.32895005 -0.07514741]
18:38965524 [ 0.12756421  4.5099214  -0.19413171]
18:38998720 [-0.40853851  4.76762798 -0.28529605]
18:39420984 [ 0.51432365  4.45507204 -0.28410264]
18:39836056 [-0.03695913  4.69140625 -0.3277494 ]
18:40156291 [-0.23794808  5.04570295 -0.24890306]
18:40992698 [-0.54613635  4.97868261 -0.25101262]
18:41033886 [-0.24936642  4.93936278 -0.22736807]
18:42090667 [ 0.22277749  4.2609975  -0.26448662]
18:42532606 [ 0.36517361  4.50777375 -0.25904018]
18:42532693 [ 0.17826168  4.5648709  -0.25099788]
18:43013157 [-0.11276231  4.75305566 -0.28703369]
18:43013976 [-0.4097841   4.74369217 -0.22813396]
18:43043582 [-0.02023149  4.63611474 -0.24501458]
18:43319519 [ 0.25873342  4.40617326 -0.308431  ]
18:43438156 [-0.17702316  4.94893174 -0.27359258]
18:44105984 [ 0.21626288  4.34934082 -0.26918844]
18:44236995 [ 0.64022784  4.59861283 -0.22396156]
18:44320836 [-3.98441996e-03  4.61796107e+00 -2.73917409e-01]
18:44597092 [ 2.81323534e-03  4.58807028e+00 -1.64492593e-01]
18:44828605 [-0.22384765  4.71276987 -0.29247586]
18:45319554 [-0.1661663   4.8043989  -0.24774834]
18:45493026 [ 0.21340167  4.39004095 -0.22061377]
18:45539806 [ 0.13231522  4.46396067 -0.30169308]
18:45558180 [ 0.21880938  4.30358956 -0.13116159]
18:45605741 [-0.35373833  4.98271451 -0.24363141]
18:45784926 [-0.01882803  4.62627534 -0.27059421]
18:46786058 [ 0.39697878  3.97995359 -0.15993239]
18:46959500 [-0.01017064  4.63417746 -0.25296415]
18:47088754 [-0.2705971   4.6144017  -0.23829262]
18:47136392 [ 0.02089923  4.61147393 -0.2662986 ]
18:47254009 [ 0.00715915  4.71027623 -0.3444195 ]
18:47777012 [-0.17507129  4.73427277 -0.23766108]
18:47800179 [ 0.24193244  4.53871056 -0.2203531 ]
18:47837796 [-0.09867923  4.6536257  -0.27343555]
18:48018953 [ 0.21845496  4.38099212 -0.32129258]
18:48195259 [-0.34912123  4.92894614 -0.28826762]
18:48278685 [ 0.33299891  4.42305626 -0.2256724 ]
18:48343892 [ 0.27213599  4.34477052 -0.24288035]
18:48362664 [ 0.34973659  4.28464533 -0.25157559]
18:49344684 [-0.3247091   4.80738839 -0.0786514 ]
18:50348576 [-0.08409817  4.62665655 -0.20530191]
18:52044425 [-0.33897038  4.69164081 -0.21667509]
18:52605188 [ 0.34745021  4.46971557 -0.20641944]
18:52605279 [ 0.49470308  4.6070187  -0.23381954]
18:52633265 [-0.0251735   4.65359048 -0.27287244]
18:53664282 [-0.07927649  4.65822088 -0.25240692]
18:53852136 [ 0.26186989  4.58416036 -0.27299546]
18:54189533 [-0.31679433  4.99571118 -0.23626094]
18:54308996 [ 0.24136272  4.29584643 -0.16145511]
18:55021725 [ 0.05533118  4.51987443 -0.20931208]
18:55027334 [ 0.08830593  4.5873746  -0.2598904 ]
18:55052923 [ 0.51441844  3.77898027 -0.24424656]
18:55140604 [ 0.39539588  4.1877834  -0.28104127]
18:55167385 [ 0.25610003  4.42033851 -0.19620822]
18:55267013 [ 0.16899283  4.56538358 -0.27910347]
18:55423939 [-0.06059713  4.64358222 -0.2137464 ]
18:55922789 [-0.33774112  4.81137494 -0.31195648]
18:56203898 [ 0.38376151  4.13248513 -0.25467581]
18:56247567 [ 0.10227208  4.56724424 -0.35575377]
18:56318033 [-0.37657088  5.00470871 -0.26398934]
18:56384122 [ 0.0482664   4.63897744 -0.29129196]
18:56659658 [-0.1219995   4.77634472 -0.22901735]
18:57208826 [-0.32224297  4.97996193 -0.29079139]
18:57383568 [ 0.03565551  4.54642629 -0.24262942]
18:59118214 [ 0.25927699  4.52711276 -0.18625808]
18:59166541 [-0.0066512   4.5921935  -0.23764169]
18:59174817 [ 0.09094862  4.45949414 -0.19836641]
18:59734744 [ 0.46417882  4.12772082 -0.21977637]
18:59847435 [ 0.45227851  4.03388549 -0.18976501]
18:59947118 [ 0.22704113  4.27386821 -0.22770926]
18:60027241 [ 0.08482218  4.51870854 -0.29308591]
18:60292135 [ 0.46767804  4.42527918 -0.20166943]
18:60396499 [-0.49203201  4.75669738 -0.25534338]
18:60722045 [-0.93821651  4.73498791 -0.1589924 ]
18:60922851 [-0.00964719  4.60594324 -0.26495859]
18:60954288 [ 0.45868902  3.91982518 -0.10103916]
18:61406317 [ 0.10863588  4.59517158 -0.23571273]
18:61654463 [ 0.10462549  4.56180191 -0.37858913]
18:61993774 [-0.05958653  4.64423726 -0.27995153]
18:62535703 [-0.49614363  4.75098381 -0.18670663]
18:62926437 [ 0.49539113  4.34584281 -0.1707088 ]
18:62979231 [-0.01339881  4.67308879 -0.37302439]
18:63827587 [ 0.23401587  4.37810872 -0.2435597 ]
18:64176365 [ 0.24926203  4.50479374 -0.18879682]
18:64544318 [ 0.21438461  4.45525825 -0.3931727 ]
18:64985353 [ 0.02164245  4.56785898 -0.21343629]
18:65081903 [ 0.20276194  4.44038554 -0.27406864]
18:65111625 [-0.34287617  5.18727411 -0.28384376]
18:65775935 [ 0.24918284  4.44785585 -0.30362101]
18:65852638 [-0.2172524   4.65175719 -0.24920128]
18:65960802 [-0.08498898  4.6712623  -0.31594438]
18:65989662 [-0.30404463  4.91033886 -0.22363536]
18:66742292 [ 0.25916039  4.56305743 -0.25866383]
18:67130866 [ 0.27237759  4.44739949 -0.25251208]
18:67134488 [-0.64457871  4.71073865 -0.20520424]
18:67142857 [-0.22041137  4.66330244 -0.25453735]
18:67478577 [ 0.22570708  4.30462253 -0.24946241]
18:67892991 [ 0.21409432  4.50411445 -0.34227308]
18:68204223 [ 0.17576891  4.5764474  -0.25367637]
18:68628078 [-0.21595187  4.78411596 -0.22597412]
18:68670757 [ 0.44823215  4.29690096 -0.31083146]
18:68828002 [-0.49311461  5.19962247 -0.18840109]
18:68957961 [-0.11932072  4.72657661 -0.32352389]
18:69048812 [ 0.17103409  4.44978745 -0.19141822]
18:69314121 [ 0.39626338  4.35026301 -0.24734061]
18:69461322 [-0.07204728  4.67849844 -0.2240026 ]
18:69949391 [-0.23358774  4.7132851  -0.21149582]
18:70007833 [-0.23928814  4.92084218 -0.24620752]
18:70054042 [ 0.49876233  4.42523878 -0.28796888]
18:70497011 [-0.02091246  4.66832123 -0.34418472]
18:70630706 [-0.17755463  4.8688037  -0.26742155]
18:71222207 [ 0.24930459  4.15429416 -0.22334623]
18:71271026 [ 0.02256759  4.5727975  -0.27933566]
18:71328789 [ 0.04467484  4.4856477  -0.20084184]
18:71382855 [-0.02388549  4.65168641 -0.28600761]
18:71428940 [ 0.24799808  4.49203625 -0.20531556]
18:71472843 [ 0.08625468  4.48954483 -0.22318546]
18:71816278 [-0.20734597  4.66232227 -0.2685624 ]
18:71920413 [-0.09443253  4.65243852 -0.23888976]
18:71928150 [ 0.08236702  4.63820491 -0.27183491]
18:71942329 [ 0.02748488  4.62064284 -0.26770551]
18:71993111 [ 0.02913719  4.66221758 -0.30465258]
18:72167869 [-0.64517192  4.73576604 -0.19730197]
18:72168486 [-0.15723448  4.77299316 -0.31131731]
18:72168608 [ 0.33122112  4.40679619 -0.17839084]
18:73976451 [-0.12758973  4.77651281 -0.28806571]
18:74355258 [ 0.175042    4.47542751 -0.17924666]
18:74948824 [ 0.38115683  4.4396665  -0.13825005]
18:75097094 [ 0.38482585  4.20611198 -0.29631016]
18:75226684 [ 0.1983246  4.3611176 -0.1220887]
18:75232689 [-0.13576625  4.64409763 -0.2754961 ]
18:75262263 [ 0.50262644  4.0629096  -0.23625994]
18:75477351 [-0.14100285  4.80800363 -0.22184933]
18:75485034 [-0.08931413  4.63767226 -0.25353358]
18:75506456 [ 0.15406891  4.38429807 -0.29060449]
18:75603617 [-0.11037286  4.79915436 -0.37725443]
18:76021488 [ 0.03503901  4.56593794 -0.22070877]
18:76136708 [-0.49894403  4.72106139 -0.27126446]
18:76593152 [-0.27689349  4.80706818 -0.17695344]
18:77364287 [-0.29305944  4.75877166 -0.32972078]
18:77630073 [ 0.4038653   3.90470474 -0.22855634]
19:367089 [-0.79870106  4.71565274 -0.30183016]
19:691909 [-0.03601372  4.7456573  -0.3468057 ]
19:844020 [-2.93048558e-04  4.52152600e+00 -1.90963098e-01]
19:1466145 [-1.23051729  4.60147071 -0.18143014]
19:1765297 [ 4.28781423e-03  4.63011032e+00 -2.70768094e-01]
19:2141209 [ 0.03204708  4.53771234 -0.21606943]
19:2660939 [-0.23175398  4.87599792 -0.22817084]
19:2824045 [-0.07081962  4.72552008 -0.30503765]
19:3158498 [-0.09618646  4.63630687 -0.3034208 ]
19:3207422 [-0.20225461  4.67356399 -0.13067082]
19:3390416 [ 0.01609321  4.57202316 -0.21161915]
19:3804701 [ 0.15673247  4.65069208 -0.44636105]
19:3828433 [ 0.07922505  4.59339247 -0.35056113]
19:4283059 [-0.05780253  4.61236171 -0.2696296 ]
19:4605239 [-0.05899511  4.6689327  -0.29506882]
19:5037351 [ 0.01419001  4.57346358 -0.23816883]
19:5046070 [-0.14599406  4.75661181 -0.28939156]
19:5832209 [-0.05329091  4.64740541 -0.16701137]
19:6203146 [ 0.34809343  4.12043243 -0.13030246]
19:6617161 [ 0.25113441  4.4599654  -0.27166962]
19:6697590 [-0.30559804  4.66811816 -0.28196078]
19:6760974 [-0.50334484  4.76294778 -0.24115235]
19:6901891 [-0.28196379  4.84491517 -0.28845483]
19:6919753 [ 0.34257843  4.08276587 -0.24882531]
19:6940409 [ 0.22055446  4.30210075 -0.13436649]
19:7204470 [-0.01763507  4.62800853 -0.30877196]
19:7528734 [-0.49105317  5.43404908 -0.28936605]
19:7569282 [-0.40582793  4.93151122 -0.31209189]
19:7593589 [ 0.00636569  4.61157816 -0.30554032]
19:7602039 [ 0.15422024  4.59115577 -0.25797682]
19:7606908 [-0.23051422  4.63562492 -0.17898422]
19:7663768 [ 0.02443609  4.57894737 -0.28106941]
19:7712277 [-0.01765082  4.67333881 -0.31650454]
19:7759676 [-0.31356572  5.02958879 -0.32033899]
19:7763248 [-0.53848327  4.8042662  -0.13384046]
19:7856561 [ 0.17580176  4.52777284 -0.21909468]
19:7913974 [ 0.19828838  4.32802666 -0.29693994]
19:8145935 [-0.19654647  4.69680041 -0.42893419]
19:8213778 [-0.3132702   4.93212728 -0.33841937]
19:8367709 [-0.79043895  4.79284944 -0.17115614]
19:8398531 [-0.33114563  5.02224372 -0.25902574]
19:8645786 NaN
19:8841461 [-0.967701    4.67130003 -0.30839774]
19:9049910 [ 0.32980004  4.48641249 -0.2203747 ]
19:9057687 [-0.12712903  4.79276929 -0.1810353 ]
19:10071347 [-0.04882392  4.63395792 -0.2637883 ]
19:10608064 [-0.74013701  4.7311662  -0.25315461]
19:10676423 [-0.37698663  4.9880231  -0.11583208]
19:10897613 [ 0.33691309  3.98180914 -0.21426763]
19:11092139 [-0.3036755   4.62912266 -0.23817073]
19:11105608 [ 0.04304582  4.67118326 -0.32208174]
19:11327608 [-0.16248204  4.80944029 -0.2705964 ]
19:11699193 [ 0.12052864  4.57957493 -0.2489444 ]
19:11797308 [-0.59483839  4.85779971 -0.17421239]
19:11837692 [-0.74141413  4.73165846 -0.20228662]
19:11891003 [ 0.02164846  4.58692572 -0.2606792 ]
19:11942771 [-0.45777627  4.89603773 -0.25779571]
19:12224172 [-0.64540791  4.81567175 -0.25333129]
19:12256912 [-0.04033727  4.59789957 -0.28813924]
19:12541214 [ 0.01103094  4.61158647 -0.28641424]
19:12760773 [-0.58582677  4.61403509 -0.22820832]
19:12868550 [-0.58246875  4.67237714 -0.2715598 ]
19:13197752 [-0.76000417  4.76208746 -0.31390514]
19:13597003 [-0.26889597  5.0221099  -0.27859737]
19:13705296 [ 0.38597348  4.02869505 -0.17761898]
19:13772030 [-0.07628278  4.71464849 -0.25058663]
19:13993457 [-0.47913651  4.96283414 -0.18852638]
19:14643499 [ 0.01685013  4.63692161 -0.29802758]
19:14652278 [-0.29214747  4.74988019 -0.24114945]
19:14744032 [-0.13455399  4.69691901 -0.33528128]
19:14978191 [ 0.37438148  4.32431909 -0.28709731]
19:15807884 [ 0.24963633  4.32566215 -0.30469936]
19:15839365 [ 0.56744429  4.38008876 -0.27109386]
19:16053250 [-0.69373897  4.81365536 -0.29032161]
19:16150779 [ 0.23503328  4.47724247 -0.27927472]
19:16151223 [-0.20297947  4.97447299 -0.33917373]
19:17160894 [-1.25535347  4.66684969 -0.26737589]
19:17399476 [-0.50021348  5.20934321 -0.21330369]
19:17412218 [-0.58194906  4.69884336 -0.15759198]
19:17421232 [-0.52875353  5.20031899 -0.1358558 ]
19:17448660 [-0.3979643   4.75463195 -0.17742849]
19:17652396 [-0.02673553  4.60489139 -0.21859335]
19:17758368 [-0.45883256  4.70330773 -0.18492256]
19:17922795 [-0.31332129  5.06022752 -0.23949212]
19:18095251 [-0.17007636  4.72052872 -0.28849265]
19:18368810 [ 0.00716971  4.60360947 -0.33534977]
19:18502835 [-0.08701954  4.77500043 -0.27204081]
19:18507074 [-0.69615457  4.65178064 -0.25937678]
19:18517767 [-0.16316252  4.65433924 -0.23499776]
19:18887677 [-0.21888182  4.72233534 -0.33290229]
19:19115851 [ 0.04783497  4.58517004 -0.3535328 ]
19:19873269 [ 0.08727452  4.55536474 -0.28275579]
19:20009057 [ 0.19074846  4.50735075 -0.31152791]
19:20117685 [ 0.03592312  4.61814567 -0.24609797]
19:20238148 [-0.32897579  4.84200884 -0.19477161]
19:21131850 [-0.16903907  4.63671922 -0.24137295]
19:21300462 [ 0.53374899  3.82021355 -0.11548006]
19:21557835 [-0.05638048  4.66932585 -0.25377697]
19:21619522 [-0.60675972  4.64904833 -0.2111893 ]
19:21720803 [-0.13418179  4.66447948 -0.23990726]
19:22707258 [ 0.13339995  4.6153239  -0.31197971]
19:22768771 [-0.28729656  4.79083918 -0.24417787]
19:23428511 [ 0.15042365  4.32488389 -0.27681072]
19:23793270 [-0.11103642  4.66959484 -0.22960462]
19:24342584 [-0.48302056  4.7796502  -0.24374245]
19:28156666 [-0.37403362  5.01437497 -0.29468352]
19:28461988 [ 0.18835115  4.4667238  -0.31671817]
19:28487627 [-0.10705638  4.64994497 -0.27754678]
19:28936597 [ 0.4788304   4.34672933 -0.3105852 ]
19:28969649 [ 0.24387508  4.39049756 -0.176671  ]
19:29262931 [ 0.08690077  4.60299879 -0.31060858]
19:29279929 [-0.30043678  4.70188725 -0.22363962]
19:29404979 [ 0.15929186  4.40365172 -0.32618377]
19:29531817 [ 0.01015703  4.59476815 -0.24582426]
19:29606361 [ 0.38417038  4.37798168 -0.21422367]
19:29912414 [ 0.26579818  4.40520513 -0.23716162]
19:29972566 [ 0.31637732  4.24582064 -0.33691909]
19:30115289 [ 0.1311842   4.36233467 -0.23611035]
19:30265235 [ 0.41179839  4.44142364 -0.2276152 ]
19:30670438 [ 0.05659531  4.56844519 -0.28910222]
19:30779231 [ 0.03534628  4.6071066  -0.17587209]
19:30844089 [-0.05771176  4.67789642 -0.25823482]
19:30880839 [-1.01924849  4.76806282 -0.22805913]
19:30892483 [-0.10896911  4.81702192 -0.23500028]
19:31079269 [ 0.30950482  4.29184862 -0.19810656]
19:31336715 [ 0.01638198  4.6399474  -0.29579807]
19:31635312 [-0.08094455  4.64688643 -0.25060948]
19:31996788 [ 0.08832302  4.57194833 -0.27273707]
19:32314430 [-0.20809861  4.75763743 -0.352567  ]
19:32687633 [ 0.31714683  4.40623778 -0.20741485]
19:32692833 [ 0.42737108  4.54868374 -0.28820772]
19:32829306 [-0.15751243  4.81994522 -0.2730111 ]
19:33110204 [-0.05426598  4.68334937 -0.29556134]
19:33414420 [ 0.09927239  4.52726282 -0.21070096]
19:33467413 [-0.03435861  4.68225271 -0.29074459]
19:33655144 [ 0.06283097  4.59876914 -0.26872764]
19:33664640 [-0.1752562   4.71270811 -0.28954878]
19:34600936 [-0.38217357  5.19941977 -0.28107514]
19:35565552 [ 0.23292569  4.33019246 -0.28626862]
19:35739702 [-0.25925075  4.70824317 -0.28444574]
19:35832389 [-1.45335682  4.68604089 -0.26536814]
19:35836530 [ 0.494375  4.554375 -0.31725 ]
19:35923858 [-0.33351156  4.85130187 -0.29194212]
19:36302921 [ 0.21406511  4.54125758 -0.30270053]
19:36330277 [-0.61942257  4.72309711 -0.25984252]
19:36355595 NaN
19:36590329 [-0.18849021  4.88234963 -0.23505978]
19:37355963 [-0.83825602  4.73326786 -0.24671654]
19:37677748 [-0.47599214  4.9180148  -0.33477613]
19:37823811 [-0.05533597  4.71548436 -0.25039872]
19:37854040 [-0.60534304  4.73822761 -0.24424132]
19:38091932 [ 0.22231806  4.51244603 -0.32204514]
19:38202515 [ 0.22182666  4.49362535 -0.23341584]
19:38379446 [ 0.02171975  4.65858235 -0.36233877]
19:38472344 [-0.2244786   4.96693317 -0.21522395]
19:38654551 [-0.20190191  4.68293996 -0.26819766]
19:39002614 [-0.07050096  4.59075297 -0.25694121]
19:39433299 [ 0.26352638  4.18988531 -0.28515537]
19:39710835 [-1.46004504  4.71165374 -0.16854912]
19:39924129 [-0.27534085  4.9051227  -0.12962573]
19:39994711 [-0.16502862  4.76705432 -0.1275276 ]
19:40138138 [-0.20233372  4.78929196 -0.28989967]
19:40225646 [-0.50813271  5.23454482 -0.32618677]
19:40363916 [-0.13903344  4.64113781 -0.27053401]
19:41166954 [-0.40782051  5.08414721 -0.23353445]
19:41508020 [-0.10901954  4.79105585 -0.31149789]
19:41512841 [-0.13056257  4.78390398 -0.39574001]
19:42085873 [ 0.13951925  4.45339976 -0.27868901]
19:43432597 [-0.77324472  4.68270784 -0.15032378]
19:43439793 NaN
19:43920612 [ 0.08031515  4.62238663 -0.26631536]
19:44153100 [-0.05752605  4.60204199 -0.23377889]
19:44192475 [-0.0420902   4.62064772 -0.33557758]
19:44377669 [ 0.26567373  4.38961655 -0.23611007]
19:44490024 [-0.12433724  4.71933056 -0.175811  ]
19:44792701 [ 0.35552681  4.28990168 -0.23312677]
19:44832875 [ 0.27702428  4.27485903 -0.24901773]
19:44864840 [ 0.04160166  4.58581873 -0.21209298]
19:44901526 [-0.0506915   4.68881907 -0.25937652]
19:44934653 [ 0.13126191  4.62118057 -0.30345903]
19:45001619 [ 0.37100753  4.13109351 -0.28623867]
19:45297479 [-0.4646704   4.63227057 -0.29470056]
19:45379060 [-0.06663727  4.78638736 -0.34394222]
19:45448465 [-0.05781183  4.71714362 -0.22561317]
19:45728059 [-0.21942396  4.62151326 -0.23305314]
19:46650030 [-0.46940513  5.10836727 -0.16144078]
19:46689762 [-0.53719736  5.35710931 -0.20933875]
19:47224607 [-0.05180115  4.68494558 -0.25221225]
19:47339453 [-0.11144392  4.72642298 -0.32577461]
19:47549791 [ 0.35535861  4.32358694 -0.26060124]
19:48336188 [-0.49770141  5.2357775  -0.17643805]
19:48381128 [-0.16156628  4.86269188 -0.21680391]
19:48543862 [ 0.39657442  3.96151205 -0.25522165]
19:48601512 [ 0.1941352   4.62659694 -0.28029132]
19:49102513 [ 0.18054383  4.56981395 -0.27769623]
19:49164944 [-3.12583816  4.69105355 -0.27535899]
19:49617076 [-0.25787143  4.85688262 -0.29445954]
19:49930295 [-0.22062212  4.64112903 -0.2640169 ]
19:50193437 [ 0.06648376  4.6270178  -0.30148982]
19:50468071 [ 0.08094438  4.58679879 -0.23150793]
19:51166451 [-0.41605839  4.95782644 -0.19750575]
19:51323232 [ 0.41659837  4.30307749 -0.17376776]
19:51803863 [ 0.13838885  4.50239488 -0.20837246]
19:51844978 [-0.06297449  4.66988117 -0.24626753]
19:51988280 [-0.12169637  4.6398279  -0.22716942]
19:52033742 [-1.31966744e-03  4.62319096e+00 -2.66968724e-01]
19:52074474 [-0.62314442  5.10385689 -0.29914256]
19:52223121 [ 0.07789242  4.46909782 -0.2354955 ]
19:52327784 [ 0.37776251  4.45998749 -0.28555427]
19:52466065 [ 0.02540978  4.59970198 -0.26458311]
19:52496149 [ 0.02243751  4.61453806 -0.26335667]
19:52680938 [-0.1405876   4.66433818 -0.34793887]
19:52919321 [-1.03558445  4.64685849 -0.26409255]
19:53116060 [-0.31111391  4.99586397 -0.28619475]
19:53116643 [ 0.13186623  4.62415678 -0.30234747]
19:53143982 [-0.47410799  5.35151286 -0.23693282]
19:53165057 [ 0.23336389  4.4270039  -0.25272581]
19:53384185 [-0.08056052  4.75018322 -0.31257027]
19:53482629 [-0.26298987  4.85226052 -0.1780399 ]
19:53764765 [-0.27055368  4.92323459 -0.2575598 ]
19:53911041 [-0.25138846  4.63467472 -0.2510908 ]
19:53993764 [ 0.41370785  4.56735619 -0.30333758]
19:54221814 [-0.22470329  4.92102377 -0.28418049]
19:54797848 [ 0.27927713  4.56491393 -0.33353892]
19:54888703 [ 0.50773399  4.2599827  -0.31404614]
19:55329922 [-0.18723436  4.76529295 -0.27073864]
19:55418054 [ 0.28505428  4.50454992 -0.25271879]
19:55524375 [-0.04574681  4.62342359 -0.28772778]
19:55738634 [-0.35287547  5.23205503 -0.2615864 ]
19:55819845 [ 0.09787019  4.53396643 -0.14549559]
19:55859439 [ 0.05741644  4.54823815 -0.27509989]
19:55879672 [ 0.04294479  4.68571429 -0.34583699]
19:55899481 [-1.03985894  4.70068114 -0.26819106]
19:56047448 [-0.41650813  5.4112098  -0.2990603 ]
19:56148389 [-0.20676312  4.93459526 -0.32620899]
19:56426073 [ 0.13706752  4.57373417 -0.27850162]
19:56462607 [ 0.23780341  4.50022285 -0.28627043]
19:56694505 [ 0.06593118  4.50539676 -0.19040449]
19:56949967 [ 0.53139333  3.84768768 -0.26147465]
19:57063640 [-0.05879531  4.70054506 -0.23908147]
19:57066013 [-0.14847449  4.72455116 -0.2558334 ]
19:57132879 [-0.66062186  4.64087065 -0.2501659 ]
19:57188284 [-1.28062583  4.69267001 -0.17696743]
19:57507803 [ 0.26976716  4.49237627 -0.30756508]
19:57755508 [-0.12247119  4.65999177 -0.28801173]
19:57931425 [-1.02904442  4.73682655 -0.2251127 ]
19:58196207 [ 0.15597627  4.56959398 -0.23861098]
19:58439159 [ 0.27008069  4.65617251 -0.32503117]
19:58774071 [-9.96341167e-04  4.59239599e+00 -2.47680786e-01]
